@relation 'Stu Activity-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues'

@attribute Student_ID numeric
@attribute College_ID {CLG0030,CLG0061,CLG0036,CLG0055,CLG0004,CLG0015,CLG0071,CLG0096,CLG0097,CLG0057,CLG0063,CLG0077,CLG0064,CLG0017,CLG0053,CLG0040,CLG0070,CLG0050,CLG0068,CLG0072,CLG0034,CLG0087,CLG0073,CLG0024,CLG0008,CLG0025,CLG0018,CLG0014,CLG0006,CLG0082,CLG0090,CLG0075,CLG0094,CLG0089,CLG0016,CLG0076,CLG0047,CLG0054,CLG0058,CLG0100,CLG0046,CLG0001,CLG0041,CLG0093,CLG0027,CLG0062,CLG0081,CLG0028,CLG0020,CLG0051,CLG0069,CLG0088,CLG0038,CLG0029,CLG0035,CLG0019,CLG0005,CLG0026,CLG0066,CLG0045,CLG0043,CLG0074,CLG0048,CLG0012,CLG0099,CLG0011,CLG0091,CLG0083,CLG0080,CLG0044,CLG0059,CLG0031,CLG0039,CLG0065,CLG0079,CLG0095,CLG0085,CLG0033,CLG0007,CLG0037,CLG0032,CLG0049,CLG0056,CLG0084,CLG0067,CLG0098,CLG0042,CLG0021,CLG0009,CLG0010,CLG0078,CLG0013,CLG0003,CLG0092,CLG0086,CLG0023,CLG0022,CLG0060,CLG0002}
@attribute IQ numeric
@attribute Prev_Sem_Result numeric
@attribute CGPA numeric
@attribute Academic_Performance numeric
@attribute Internship_Experience {No,Yes}
@attribute Extra_Curricular_Score numeric
@attribute Communication_Skills numeric
@attribute Projects_Completed numeric
@attribute Placement {No,Yes}

@data
809,CLG0094,118,5.46,5.27,4,No,7,2,5,No
810,CLG0065,86,8.43,8.01,1,Yes,0,10,4,Yes
811,CLG0074,97,7.14,7.09,7,No,8,3,1,No
812,CLG0003,93,9.32,9.61,6,No,5,6,0,No
813,CLG0003,121,8.47,8,8,Yes,0,7,5,No
814,CLG0037,102,5.04,5.13,5,No,3,9,2,No
815,CLG0098,115,8.08,8.17,8,Yes,3,8,2,Yes
816,CLG0020,77,5.47,5.9,10,Yes,6,6,5,No
817,CLG0011,104,8.9,8.69,8,No,0,8,4,Yes
818,CLG0083,113,9.96,9.74,9,Yes,9,5,2,Yes
819,CLG0091,101,7.66,7.6,1,No,8,10,2,No
820,CLG0024,115,8.41,8.27,3,No,0,10,3,Yes
821,CLG0070,92,6.19,6.43,6,No,9,9,3,No
822,CLG0065,121,7.19,7.33,5.619675,No,2,4,3,No
823,CLG0083,134,9.28,9.54,8,Yes,0,1,4,Yes
824,CLG0074,94,5.84,6.16,10,No,0,8,5,No
825,CLG0032,93,6.33,6.75,1,No,3,5,2,No
826,CLG0062,121,7.23,7.16,5,Yes,1,9,2,Yes
827,CLG0055,123,8.56,9.04,4,Yes,8,3,2,Yes
828,CLG0036,92,6.88,6.6,1,No,0,9,1,No
829,CLG0066,93,9.64,9.85,10,No,2,8,2,Yes
830,CLG0037,95,5.47,5.5,6,No,1,6,2,No
831,CLG0014,79,6.85,7.17,10,Yes,0,10,5,No
832,CLG0046,86,8.54,8.52,3,No,10,10,0,No
833,CLG0077,99.801418,6.13,6.41,5,Yes,8,8,0,No
834,CLG0056,88,8.28,8.71,6,No,4,8,2,Yes
835,CLG0050,99,5.82,6.05,4,No,10,7,1,No
836,CLG0061,103,5.28,5.56,10,Yes,5,7,1,No
837,CLG0017,123,5.61,5.18,10,Yes,7,3,4,No
838,CLG0027,85,9.65,9.35,6,No,6,7,4,No
839,CLG0054,114,7.76,8.23,7,Yes,6,3,5,Yes
840,CLG0029,96,8.98,9.17,2,No,8,9,2,Yes
841,CLG0013,99,6.66,6.72,7,Yes,2,5,3,No
842,CLG0049,110,7.96,7.83,7,No,9,8,1,No
843,CLG0025,83,7.47,7.01,2,Yes,7,3,3,No
844,CLG0088,105,9.73,9.6,3,No,5,3,4,No
845,CLG0100,102,8.74,8.74,3,No,7,3,2.490452,No
846,CLG0023,107,8.65,8.36,1,Yes,3,8,3,Yes
847,CLG0026,104,5.23,4.9,5.619675,Yes,0,9,2,No
848,CLG0048,136,7.75,7.76,10,No,10,7,3,No
849,CLG0036,90,7.33,7.42,6,No,2,1,4,No
850,CLG0006,92,9.64,9.38,9,Yes,9,6,1,No
851,CLG0080,90,6.29,6.38,9,Yes,2,3,1,No
852,CLG0074,91,6.35,6.75,1,Yes,0,1,1,No
853,CLG0039,90,7.06,7.03,7,No,4,10,2,No
854,CLG0057,117,6.22,6.58,6,No,5,2,1,No
855,CLG0091,121,5.65,6.08,4,No,8,3,3,No
856,CLG0066,91,9.29,8.88,3,No,7,7,0,No
857,CLG0010,87,7.79,7.39,9,Yes,3,6,5,No
858,CLG0072,107,9.31,9.29,10,Yes,5,2,5,No
859,CLG0009,91,9.16,9.25,5,No,2,5,0,No
860,CLG0077,109,6.41,6.34,8,No,0,1,5,No
861,CLG0072,103,7.74,7.57,4,No,8,3,2,No
862,CLG0027,77,5.42,5.56,4,No,7,1,3,No
863,CLG0046,123,9.58,9.08,6,Yes,5,3,5,Yes
864,CLG0063,126,7.02,7.49,6,No,2,2,2,No
865,CLG0042,90,6.97,6.7,3,Yes,10,4,0,No
866,CLG0085,94,6.51,6.93,2,No,4,5,5,No
867,CLG0041,104,7.3,6.91,9,No,8,3,1,No
868,CLG0034,105,6.26,6,2,No,6,10,0,No
869,CLG0093,109,6.87,6.6,9,Yes,1,5,0,No
870,CLG0030,130,9,9.5,8,No,5,7,0,?
871,CLG0044,97,9.17,8.67,10,Yes,8,10,2,Yes
872,CLG0080,88,6.52,6.66,7,Yes,10,9,4,No
873,CLG0001,79,7.35,7.72,5,No,10,8,2,No
874,CLG0045,89,9.37,9.54,3,No,9,6,4,No
875,CLG0047,99,5.26,5.12,2,No,0,9,2,No
876,CLG0093,126,9.45,9.91,8,Yes,4,8,5,Yes
877,CLG0030,92,6.1,6.49,2,No,8,4,5,No
878,CLG0022,103,8.39,8.32,8,Yes,2,2,5,No
879,CLG0015,99,7.91,7.459596,5,Yes,2,9,0,No
880,CLG0084,117,7.76,8.23,9,No,9,6,1,No
881,CLG0038,137,9.3,9.78,4,Yes,8,10,3,Yes
882,CLG0023,92,5.51,5.46,8,Yes,2,8,4,No
883,CLG0031,92,6.74,7.09,7,Yes,10,8,2,No
884,CLG0057,115,7.69,7.49,8,Yes,8,4,5,No
885,CLG0081,110,9.06,8.93,5,No,9,10,1,No
886,CLG0035,127,6.08,5.74,2,No,2,5,3,?
887,CLG0066,108,9.01,8.72,7,No,7,1,1,No
888,CLG0053,94,7,7.16,3,Yes,9,9,5,No
889,CLG0031,108,5.94,5.95,10,No,8,7,4,No
890,CLG0026,116,8.79,8.52,10,No,2,1,4,Yes
891,CLG0031,112,5.45,5.35,10,No,0,10,3,Yes
892,CLG0072,107,7.57,7.44,10,No,8,10,3,No
893,CLG0080,116,5.32,5.81,2,No,6,3,5,No
894,CLG0012,117,6.78,7.13,3,Yes,5,9,5,Yes
895,CLG0053,120,8.01,7.9,4,No,3,1,4,No
896,CLG0056,109,7.78,8.19,10,Yes,4,6,4,No
897,CLG0083,97,7.02,6.86,7,Yes,6,5,0,No
898,CLG0062,102,7.15,7.32,10,Yes,8,4,3,No
899,CLG0044,118,6.13,6.6,1,No,5,1,3,No
900,CLG0058,87,7.28,7.17,6,Yes,3,7,4,No
901,CLG0077,105,9.77,9.95,6,No,3,1,2,No
902,CLG0065,94,9.25,9.05,8,Yes,9,1,0,No
903,CLG0013,100,5.73,5.5,2,No,2,2,2,No
904,CLG0061,119,5.15,5.22,2,Yes,1,9,4,Yes
905,CLG0068,102,9.67,10.15,1,No,3,1,0,No
906,CLG0051,100,7.63,7.58,3,No,5,8,0,No
907,CLG0062,79,7.69,8.13,7,Yes,0,1,4,No
908,CLG0048,111,8.9,9.31,8,No,1,1,5,Yes
909,CLG0095,109,6.57,6.32,7,Yes,7,9,1,No
910,CLG0063,132,7.41,7.31,9,No,2,8,1,No
911,CLG0072,95,9.84,9.98,8,No,0,1,3,No
912,CLG0091,103,8.36,8.38,8,Yes,1,7,4,No
913,CLG0072,103,5.77,5.37,2,No,2,8,5,No
914,CLG0051,123,5.67,6.16,1,Yes,1,2,4,No
915,CLG0024,98,6.02,6.27,6,No,3,4,5,No
916,CLG0086,104,8.83,8.77,7,No,3,2,2,No
917,CLG0040,109,6.48,6.6,6,No,10,6,4,No
918,CLG0029,102,5.11,4.7,7,No,9,5,1,No
919,CLG0073,93,9.72,9.72,8,No,1,5,5,No
920,CLG0017,102,5.85,6.28,2,No,0,8,4,No
921,CLG0001,116,5.05,5.45,1,No,2,1,2,No
922,CLG0096,84,6.19,6.03,10,No,3,10,3,No
923,CLG0084,101,6.18,6.21,8,No,10,2,5,No
924,CLG0001,89,7.11,7.31,8,No,5,1,0,No
925,CLG0025,117,9.6,9.44,8,No,4,4,5,Yes
926,CLG0041,77,9.4,8.96,10,Yes,1,2,3,No
927,CLG0091,91,7.28,7.29,7,Yes,3,10,2,No
928,CLG0023,105,7.05,7.15,2,No,5,7,4,No
929,CLG0018,123,7.78,7.29,4,No,3,5,1,No
930,CLG0095,99,6.22,5.82,9,Yes,10,5,5,No
931,CLG0028,91,5.26,4.97,8,No,10,1,4,No
932,CLG0085,128,9.7,9.55,4,No,6,2,5,Yes
933,CLG0012,78,5.93,5.97,8,No,5,5,0,?
934,CLG0088,67,5.99,5.78,10,No,5,7,1,No
935,CLG0049,106,7.36,7.14,6,Yes,9,1,3,No
936,CLG0097,92,7.46,7.83,9,Yes,1,7,5,No
937,CLG0081,84,5.09,4.74,1,No,10,2,2,No
938,CLG0097,110,5.74,5.74,6,No,6,2,3,No
939,CLG0016,103,6.89,7.34,4,No,8,9,0,No
940,CLG0027,91,8.42,8.55,3,No,5,8,5,Yes
941,CLG0053,80,6.14,6.36,5,Yes,7,10,0,No
942,CLG0092,113,7.12,7.05,10,No,5,4,4,No
943,CLG0036,109,7.79,7.31,8,Yes,5,5,4,No
944,CLG0007,98,9.44,9.59,10,No,3,9,5,Yes
945,CLG0034,127,6.63,6.76,6,Yes,5,4,4,No
946,CLG0065,83,5.67,5.28,1,No,9,10,0,No
947,CLG0004,77,7.45,7.41,6,No,3,8,1,No
948,CLG0026,89,8.73,9.15,7,No,9,5,5,?
949,CLG0020,99,5.55,5.26,6,No,5,1,3,No
950,CLG0051,103,7.12,7.08,3,No,0,7,3,No
951,CLG0077,96,5.09,5.05,9,Yes,6,10,2,No
952,CLG0099,105,5.17,5.48,10,No,1,3,2,No
953,CLG0010,81,7.41,7.73,10,No,5,7,1,No
954,CLG0008,121,6.49,6.75,4,No,8,8,4,Yes
955,CLG0018,98,9.23,9.1,5,No,9,4,2.490452,No
956,CLG0017,116,8.01,7.58,5,Yes,2,6,1,No
957,CLG0069,105,7.27,7.12,3,Yes,3,10,3,No
958,CLG0030,106,7.04,7.22,2,No,4,7,4,No
959,CLG0095,108,7.49,7.69,8,Yes,7,8,3,No
960,CLG0039,106,5.2,5.67,7,No,9,3,0,No
961,CLG0061,109,9.46,9.41,5,Yes,5,7,5,No
962,CLG0024,119,9.99,10.12,1,No,7,5,2,Yes
963,CLG0081,102,5.91,5.95,10,Yes,2,7,4,No
964,CLG0098,110,5.6,5.25,1,No,2,6,2,No
965,CLG0035,98,5.72,5.68,8,No,8,5,1,No
966,CLG0079,121,8.31,8.35,4,Yes,5,3,5,Yes
967,CLG0061,89,8.31,8.76,4,No,7,10,0,No
968,CLG0075,127,9.24,9.11,9,Yes,3,2,4,Yes
969,CLG0098,99,8.76,9.24,2,No,4,3,4,No
970,CLG0072,78,7.25,7.29,5,No,8,2,3,No
971,CLG0015,101,8.06,7.8,6,No,6,3,2,No
972,CLG0036,89,8.44,8.13,6,Yes,4,2,0,No
973,CLG0055,112,7.56,7.2,10,Yes,6,1,5,No
974,CLG0037,90,7.38,7.33,3,No,10,9,3,No
975,CLG0087,93,8.23,7.75,10,No,8,10,5,No
976,CLG0062,71,7.79,7.74,6,Yes,2,5,0,No
977,CLG0064,93,8.22,8.71,10,No,2,9,0,No
978,CLG0039,63,8.06,8.23,10,No,3,8,1,No
979,CLG0090,76,8.6,8.86,5,Yes,10,7,1,No
980,CLG0098,111,8.21,7.83,8,No,9,6,3,No
981,CLG0075,111,7.6,7.57,4,No,6,4,3,No
982,CLG0012,106,8.41,8.2,10,No,4,10,5,Yes
983,CLG0072,85,7.25,7.64,10,Yes,4,10,3,No
984,CLG0008,99,6.21,5.89,3,No,3,7,0,No
985,CLG0041,99,5.01,4.97,6,Yes,7,7,4,No
986,CLG0069,82,7.8,7.459596,10,Yes,2,1,1,No
987,CLG0074,122,7.95,7.96,9,No,1,9,5,Yes
988,CLG0003,99.801418,9.86,10.19,8,Yes,3,4,5,Yes
989,CLG0043,96,6.81,6.54,10,Yes,7,7,5,No
990,CLG0037,100,6.97,6.85,8,No,3,9,4,?
991,CLG0086,103,6.01,6.3,3,No,7,2,2,No
992,CLG0057,69,5.35,5.38,1,No,4,8,1,No
993,CLG0025,96,8.86,8.76,3,No,8,4,5,No
994,CLG0004,89,6.25,5.78,3,No,1,4,2,No
995,CLG0058,84,8.04,8.29,6,No,7,3,2,No
996,CLG0037,95,8.44,8.91,5.619675,Yes,6,10,3,Yes
997,CLG0008,126,7.36,7.48,2,No,1,4,5,No
998,CLG0094,109,9.38,9.74,9,Yes,4,9,0,No
999,CLG0009,91,7.22,7.24,6,No,5,1,4,No
1000,CLG0079,108,6.42,6.15,5,No,8,9,5,No
